Name,Prices,Ratings,Links,ASIN,Manufacturer,Descriptions,Product Descriptions
Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,"1,059",4.1,https://www.amazon.in/Lavie-Womens-Ushawu-Satchel-Handbag/dp/B0B3J9J9CK/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-51,B0C23Z9W18,Half_Moon,Shoes & Handbags,
NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,409,,https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-52,B07F2H25NP,Auxter,"Bags, Wallets and Luggage",
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,269,,https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-53,B07QN4KXWG,AirCase,"Bags, Wallets and Luggage",
F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),728,,https://www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-54,B07J46KLFP,Fur Jaden,Computers & Accessories,
"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",398,,https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-55,B01LXNNFDF,Backpack International Pvt Ltd,Computers & Accessories,
Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,836,4.3,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-56,B0B6FNB898,ah arctic hunter,Computers & Accessories,
Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,"1,399",,https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-57,B08R7S55H4,Lenovo,Computers & Accessories,
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",700,4.2,https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-58,B0BZVCHKTD,Wildcraft India Pvt Ltd,Computers & Accessories,
"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",599,3.8,https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_59?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-59,B0BX3QFVSM,ADISA,"Bags, Wallets and Luggage",
ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Black),599,,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTV3795/ref=sr_1_60?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-60,B0B6FNPN76,,Computers & Accessories,
Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,549,,https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C23Z9W18/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-61,B0BXQZ6Q85,ADISA,Computers & Accessories,
Kore Regular Gym Bag,59,,https://www.amazon.in/Kore-K-REGULAR-GYM-BAG-Regular-Gym-Bag/dp/B09VLK27NF/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-62,B09B277CR5,Safari Industries,"Bags, Wallets and Luggage",
AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE_0521_Black),376,4.3,https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-63,B0BJ763F7Y,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India","Bags, Wallets and Luggage",
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",929,3.8,https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1685160246&sprefix=ba%2Caps%2C283&sr=8-64,B09B7KC93T,A. H. Creation,Computers & Accessories,
"Fur Jaden 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",499,,https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-65,B09QM9N1B3,Half_Moon,Computers & Accessories,
NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,409,,https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-66,B0BJ763F7Y,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India","Bags, Wallets and Luggage",
"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)",549,,https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-67,B09TPHFMX7,"Vikrant Extrusion , Daman",Computers & Accessories,"t TABELITO, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment."
"URBAN TRIBE Havana Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L",999,,https://www.amazon.in/Urban-Tribe-Laptop-Backpack-Havana/dp/B01LXNNFDF/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-68,B07CJCFNZG,American Tourister,Computers & Accessories,
Arctic Hunter Laptop Bag Expandable Backpack for 16 inch Lapotp 40L Travel Backpack Water-resistant Business School Backpack with USB Port for Men and Women,"3,514",,https://www.amazon.in/Expandable-Backpack-Water-resistant-Business-Charging/dp/B0B6FNB898/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-69,B07YFNXC3H,Stoned Walls,Computers & Accessories,"To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment!"
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",700,,https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-70,B07G4HH78P,Gear Merchandise PVT LTD,Computers & Accessories,
Wildcraft Casual backpack 45L (12956),"1,549",,https://www.amazon.in/Wildcraft-Casual-backpack-45L-12956/dp/B0BZVCHKTD/ref=sr_1_71_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-71,B0847PGZZM,TRAWOC,"Bags, Wallets and Luggage",
ADISA 31 Ltrs Casual Backpack School College Bag Pack (Navy Blue),399,,https://www.amazon.in/ADISA-Casual-Backpack-School-College/dp/B0BX3QFVSM/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-72,B09TPVD964,ADISA,"Bags, Wallets and Luggage",
Kore Regular Gym Bag,59,,https://www.amazon.in/Kore-K-REGULAR-GYM-BAG-Regular-Gym-Bag/dp/B09VLK27NF/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-73,B0B6FNPN76,,"Bags, Wallets and Luggage",
Arctic Hunter Backpack Premium Business Backpack for Men Office Travel Laptop Bag with 15.6 Inch Laptop Pocket Water/Scratch-resistant Multiple Pocket Padded College Backpack for Men,"5,699",,https://www.amazon.in/Backpack-Business-Scratch-resistant-Multiple-Comfortable/dp/B0B6FNPN76/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-74,B079DV66TY,Wildcraft,Computers & Accessories,"To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment!"
ADISA Large Laptop Backpack Office Bag College Travel Back Pack with USB (Black),499,,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BXQZ6Q85/ref=sr_1_75?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-75,B0BYP7SJ4Q,Wooum,Computers & Accessories,
"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",599,3.8,https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_76?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-76,B07H1BPCGQ,Rushi Enterprise,"Bags, Wallets and Luggage",
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),497,,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-77,B012D4QWES,Wildcraft,Computers & Accessories,
Skybags Kick 24L Unisex Adjustable Strap Polyester Blue Laptop Backpack,"1,459",4.3,https://www.amazon.in/Skybags-Unisex-Adjustable-Polyester-Backpack/dp/B0BJ763F7Y/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-78,B071XJ6XV5,Uber Fashion Merchandise Pvt. Ltd.,Computers & Accessories,
HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black),"1,199",,https://www.amazon.in/HEROZ-Backpack-Resistant-Durable-Notebook/dp/B09B7KC93T/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-79,B012D4QWES,Wildcraft,Computers & Accessories,
FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Light Grey Oxford Fabric),"1,499",,https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LFX8ZZ/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1685160429&sprefix=ba%2Caps%2C283&sr=8-80,B075Y6Y9H5,"Lenovo, Ferns Icon, Level, 2, Outer Ring Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560156",Computers & Accessories,
Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,589,3.7,https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-81,B08SW9RJ75,Bagzone Lifestyle Pvt Ltd,Computers & Accessories,
Skybags Kick 24L Unisex Adjustable Strap Polyester Blue Laptop Backpack,"1,459",4.3,https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-82,B07BNS3KNX,Rushi Enterprise,Computers & Accessories,
"SHALIMAR large capacity Travel bag / Storage bag / Move-in bags/ Duffel Bag - Strong, Durable , Foldable and Water Resistant ( Pack of 1 ) ( Blue )",259,,https://www.amazon.in/Skybags-Unisex-Adjustable-Polyester-Backpack/dp/B0BJ763F7Y/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-83,B07QD1M3R9,Rushi Enterprise,"Bags, Wallets and Luggage",
American Tourister Casual Backpack,"1,249",4.1,https://www.amazon.in/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-84,B089T98TKG,Puma,"Bags, Wallets and Luggage",
"Nivia 5227 Pulse Junior Bag, Others (Orange) (Sky Blue)",294,,https://www.amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-85,B07G4HH78P,Gear Merchandise PVT LTD,"Bags, Wallets and Luggage",
"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)",999,,https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-86,B097KGL2M5,Gear,"Bags, Wallets and Luggage",
Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,970,,https://www.amazon.in/Nivia-5227-Pulse-Junior-Others/dp/B08D7QG33Z/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-87,B078JVT384,Cosmus,Computers & Accessories,
F Gear String 11 Ltrs Nylon Black Gym Bag,189,4.0,https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-88,B07PQQ8M7B,POLESTAR,"Bags, Wallets and Luggage",
"Nivia 5227 Pulse Junior Bag, Others (Orange) (Sky Blue)",294,,https://www.amazon.in/Tabelito-Office-Laptop-Briefcase-Women/dp/B08FKXCJNQ/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-89,B084258ZD8,Vip Industries Ltd,"Bags, Wallets and Luggage",
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty,"2,332",,https://www.amazon.in/Resistant-Photography-Accessories-Compatible-Panasonic/dp/B0BRJLWQ6R/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-90,B08X2KRL8B,POLESTAR,"Bags, Wallets and Luggage",
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Teal),499,,https://www.amazon.in/Expandable-Backpack-Water-resistant-Business-Charging/dp/B0B6FNB898/ref=sr_1_91?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-91,B07H1BPCGQ,Rushi Enterprise,Computers & Accessories,DESCRIPTION
Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,879,4.2,https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_92?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-92,B07H193V57,Rushi Enterprise,Computers & Accessories,
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (GREY)",512,,https://www.amazon.in/HAMMONDS-FLYCATCHER-Genuine-Shoulder-Messenger/dp/B07P2TQH78/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-93,B0C3MG4MJG,"Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020",Computers & Accessories,
Arctic Hunter Backpack Premium Business Backpack for Men Office Travel Laptop Bag with 15.6 Inch Laptop Pocket Water/Scratch-resistant Multiple Pocket Padded College Backpack for Men,"5,699",4.3,https://www.amazon.in/Storite-Grocery-Shopping-Reinforced-40x20x33-cm/dp/B079T66RBW/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-94,B085MHDJ93,Amazing Bags,Computers & Accessories,"To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment!"
Wildcraft 29.5 Ltrs Green Casual Backpack (11650-Green),999,,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-95,B0B6FNPN76,,"Bags, Wallets and Luggage",
"Luv Lap LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",,,https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1685160614&sprefix=ba%2Caps%2C283&sr=8-96,B0BRSKKZ1W,Shri Salasar Enterprises,Baby,
Wooum Anti Theft Laptop Bag - Backpack For Laptop and Tablet of 15.6 Inch Thick Padded Compartment - Light Weight - Water Resistance – Anti Theft (Black),474,4.8,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1685160742&sprefix=ba%2Caps%2C283&sr=8-97,B0B7X81X69,Designed By Mokobara Lifestyle Private Limited,Computers & Accessories,
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Nevy Blue,339,,https://www.amazon.in/Nivia-5227-Pulse-Junior-Others/dp/B08D7QG33Z/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1685160742&sprefix=ba%2Caps%2C283&sr=8-98,B0BKSXQBXX,The Purple Tree,Computers & Accessories,
Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),"1,797",,https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1685160742&sprefix=ba%2Caps%2C283&sr=8-99,B0847PGZZM,TRAWOC,Computers & Accessories,
F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),"1,149",,https://www.amazon.in/DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1685160742&sprefix=ba%2Caps%2C283&sr=8-100,B0BWNCV31F,Acefour Accessories Pvt. Ltd.,Computers & Accessories,
Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),"1,797",,https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1685160742&sprefix=ba%2Caps%2C283&sr=8-101,B095PC3QPV,Designed By Mokobara Lifestyle Private Limited,Computers & Accessories,
Lenovo 15.6-inch Casual Laptop Briefcase T210,799,4.2,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPVD964/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1685160742&sprefix=ba%2Caps%2C283&sr=8-102,B08SWGFBNT,,Computers & Accessories,
Lavie Women's Odiase Medium Satchel Bag | Ladies Purse Handbag,"1,319",4.1,https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1685160742&sprefix=ba%2Caps%2C283&sr=8-103,B088B4P6ZW,Martucci,Shoes & Handbags,
